,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2/15/04 19:02,0.059548562,0.07352444,0.076336393,0.044298794
2/15/04 19:12,0.060598613,0.072851702,0.077085698,0.043580448
2/15/04 19:22,0.060196494,0.07402549,0.07664593,0.043656233
2/15/04 19:32,0.060286391,0.072585087,0.076426779,0.043940866
2/15/04 19:42,0.059934225,0.073057327,0.076640803,0.044274769
2/15/04 19:52,0.061804678,0.074442014,0.07739709,0.044164217
2/15/04 20:02,0.059112847,0.073289858,0.075331999,0.04348474
2/15/04 20:12,0.059397969,0.073230822,0.075814298,0.042776796
2/15/04 20:22,0.060978954,0.073033791,0.076008643,0.044228869
2/15/04 20:32,0.061083354,0.073049954,0.076065579,0.04446555
2/15/04 20:42,0.061462132,0.073406514,0.075826261,0.044061575
2/15/04 20:52,0.060133307,0.073294301,0.073827921,0.043316275
2/15/04 21:02,0.061264368,0.073113384,0.074962938,0.043509156
2/15/04 21:12,0.060780263,0.073122027,0.076653401,0.044461106
2/15/04 21:22,0.06164676,0.074135602,0.077575272,0.04488852
2/15/04 21:32,0.060710777,0.07424884,0.076728454,0.043431173
2/15/04 21:42,0.060459495,0.073071488,0.078123248,0.043074857
2/15/04 21:52,0.059831877,0.072287514,0.075140144,0.0438831
2/15/04 22:02,0.061133844,0.073625568,0.075628253,0.043732751
2/15/04 22:12,0.061452268,0.073310757,0.077279311,0.043765272
2/15/04 22:22,0.061099761,0.07463714,0.077050784,0.043688657
2/15/04 22:32,0.06256033,0.074503589,0.077171639,0.044618634
2/15/04 22:42,0.061390449,0.074397236,0.077456223,0.044102739
2/15/04 22:52,0.061978856,0.073719664,0.07619957,0.044268421
2/15/04 23:02,0.062389619,0.07465931,0.07763714,0.044165242
2/15/04 23:12,0.06248474,0.07415743,0.076730211,0.043697104
2/15/04 23:22,0.061558475,0.074549099,0.076468431,0.044009717
2/15/04 23:32,0.061187949,0.074023194,0.076371112,0.043784169
2/15/04 23:42,0.061322721,0.073325114,0.079324235,0.043316178
2/15/04 23:52,0.064162508,0.074464036,0.077923873,0.044519215
2/16/04 0:02,0.060750964,0.07368641,0.077032619,0.044210997
2/16/04 0:12,0.061643049,0.072594414,0.076425704,0.044189365
2/16/04 0:22,0.060911031,0.073554763,0.077087846,0.044403194
2/16/04 0:32,0.061636994,0.072989697,0.076635138,0.043631525
2/16/04 0:42,0.061124274,0.073985741,0.077780165,0.043752722
2/16/04 0:52,0.059525905,0.073180917,0.077122467,0.043032619
2/16/04 1:02,0.061531813,0.073515162,0.076275355,0.043682846
2/16/04 1:12,0.062039162,0.073620001,0.077823429,0.044072464
2/16/04 1:22,0.060093755,0.073071097,0.076261732,0.043243664
2/16/04 1:32,0.061567606,0.073105034,0.076759949,0.044151814
2/16/04 1:42,0.06280419,0.07417955,0.079142439,0.044833146
2/16/04 1:52,0.062655354,0.073911128,0.076428341,0.044194052
2/16/04 2:02,0.062996728,0.074507837,0.076724156,0.045017237
2/16/04 2:12,0.061490795,0.073503052,0.076866595,0.043878754
2/16/04 2:22,0.062047854,0.073398066,0.077161385,0.04430148
2/16/04 2:32,0.061702525,0.074029835,0.077070804,0.044074564
2/16/04 2:42,0.061291811,0.072105865,0.076982226,0.043572049
2/16/04 2:52,0.06270272,0.074609551,0.077440695,0.044793447
2/16/04 3:02,0.060871722,0.073200156,0.076513404,0.044117633
2/16/04 3:12,0.064635578,0.074007325,0.077671371,0.044794326
2/16/04 3:22,0.066212266,0.074822013,0.077531374,0.044725573
2/16/04 3:32,0.066478588,0.073885639,0.076077201,0.044122125
2/16/04 3:42,0.065580253,0.072857708,0.076133258,0.044805313
2/16/04 3:52,0.065417013,0.07433986,0.075785976,0.044496362
2/16/04 4:02,0.066265589,0.072991064,0.077155476,0.04446013
2/16/04 4:12,0.067624249,0.075575858,0.079598418,0.045920406
2/16/04 4:22,0.066468871,0.074468285,0.077672738,0.045562869
2/16/04 4:32,0.065137604,0.073878852,0.078368573,0.044367254
2/16/04 4:42,0.065735583,0.073963475,0.076779091,0.044458421
2/16/04 4:52,0.066109234,0.074162654,0.077072562,0.044460911
2/16/04 5:02,0.067155672,0.073674496,0.077678598,0.044635383
2/16/04 5:12,0.066330338,0.07355242,0.075655501,0.044039748
2/16/04 5:22,0.068132965,0.074011475,0.075496655,0.044563162
2/16/04 5:32,0.066584355,0.073010303,0.076758631,0.044566727
2/16/04 5:42,0.067201182,0.07407056,0.077896382,0.044525612
2/16/04 5:52,0.068267689,0.073837443,0.07666053,0.044427462
2/16/04 6:02,0.068504224,0.075119098,0.077000098,0.044527125
2/16/04 6:12,0.068842863,0.074529909,0.078554666,0.045682455
2/16/04 6:22,0.067404219,0.074792373,0.077085014,0.044808731
2/16/04 6:32,0.067040627,0.073537087,0.076742956,0.045429611
2/16/04 6:42,0.068066165,0.073910054,0.077063968,0.0441524
2/16/04 6:52,0.068803946,0.074259583,0.079601885,0.044310171
2/16/04 7:02,0.06929479,0.073264857,0.076527174,0.044678109
2/16/04 7:12,0.067458763,0.072689145,0.075836271,0.043584013
2/16/04 7:22,0.070135016,0.073865423,0.077007715,0.044880561
2/16/04 7:32,0.06724884,0.073150251,0.0740877,0.044469701
2/16/04 7:42,0.069286196,0.074517701,0.076319645,0.044329948
2/16/04 7:52,0.06977787,0.073782314,0.076916256,0.044804776
2/16/04 8:02,0.068721471,0.074089409,0.076542263,0.044406075
2/16/04 8:12,0.068665658,0.073713316,0.076643,0.044780409
2/16/04 8:22,0.069816397,0.074751697,0.075781972,0.044493237
2/16/04 8:32,0.067803994,0.073469798,0.077166659,0.044139899
2/16/04 8:42,0.06924049,0.0740814,0.076583573,0.044239123
2/16/04 8:52,0.068674935,0.074551199,0.077707456,0.045167684
2/16/04 9:02,0.068176083,0.073137604,0.076443625,0.044162654
2/16/04 9:12,0.068067386,0.07261629,0.076371112,0.044726207
2/16/04 9:22,0.069418233,0.074628351,0.076325407,0.044794668
2/16/04 9:32,0.069051467,0.07377914,0.078400508,0.043939694
2/16/04 9:42,0.070401826,0.0743716,0.077284731,0.044330436
2/16/04 9:52,0.069287758,0.073971971,0.075253723,0.044115826
2/16/04 10:02,0.068654085,0.073699155,0.079297524,0.044243274
2/16/04 10:12,0.070034572,0.073294692,0.07675365,0.044109136
2/16/04 10:22,0.069952341,0.075318766,0.079479857,0.044390156
2/16/04 10:32,0.068787001,0.074185751,0.076678744,0.044258313
2/16/04 10:42,0.069290151,0.073990234,0.075877484,0.044660433
2/16/04 10:52,0.070171883,0.073778895,0.075675228,0.043983739
2/16/04 11:02,0.071072855,0.075283412,0.076105474,0.045734264
2/16/04 11:12,0.070359393,0.073610381,0.07669686,0.044050784
2/16/04 11:22,0.07153069,0.074329752,0.076963817,0.044477367
2/16/04 11:32,0.070353338,0.073251575,0.075815079,0.044368817
2/16/04 11:42,0.07168602,0.074375555,0.078297671,0.045287709
2/16/04 11:52,0.069495776,0.073269203,0.07678329,0.044256409
2/16/04 12:02,0.070388203,0.073628546,0.07542131,0.044430978
2/16/04 12:12,0.071244543,0.074399434,0.076486254,0.045194687
2/16/04 12:22,0.071750769,0.073810684,0.077529958,0.045539919
2/16/04 12:32,0.070197129,0.073786074,0.076173885,0.044355828
2/16/04 12:42,0.071433175,0.07424508,0.077501929,0.045367645
2/16/04 12:52,0.070890668,0.073632502,0.075162459,0.044997949
2/16/04 13:02,0.070182821,0.073545241,0.075842717,0.043988134
2/16/04 13:12,0.070285463,0.074088188,0.077214024,0.044198691
2/16/04 13:22,0.071500464,0.074390839,0.076079643,0.04528478
2/16/04 13:32,0.072053469,0.0747766,0.07684301,0.045189658
2/16/04 13:42,0.070615655,0.073173934,0.076628253,0.044907417
2/16/04 13:52,0.071639875,0.074527418,0.076063284,0.044067581
2/16/04 14:02,0.071236486,0.074888764,0.078636164,0.044439035
2/16/04 14:12,0.070972997,0.075267835,0.077417208,0.044537087
2/16/04 14:22,0.071175057,0.074366473,0.077420382,0.044717076
2/16/04 14:32,0.071217003,0.074022657,0.078479662,0.044959666
2/16/04 14:42,0.073000732,0.074188046,0.074728161,0.044500024
2/16/04 14:52,0.072086088,0.07393276,0.076083598,0.043815958
2/16/04 15:02,0.071549246,0.074636213,0.076730358,0.044629962
2/16/04 15:12,0.071472533,0.073991113,0.075888911,0.044540798
2/16/04 15:22,0.073188095,0.074667953,0.078190048,0.044191025
2/16/04 15:32,0.072480199,0.074222276,0.075743542,0.043244787
2/16/04 15:42,0.07283046,0.075551101,0.076977684,0.04492524
2/16/04 15:52,0.073801553,0.075311783,0.078905366,0.045018849
2/16/04 16:02,0.074228234,0.074386884,0.077436935,0.044323795
2/16/04 16:12,0.074920211,0.075051663,0.076444358,0.045559402
2/16/04 16:22,0.073813565,0.074713365,0.07564007,0.044425265
2/16/04 16:32,0.073850676,0.074473754,0.076319742,0.045284682
2/16/04 16:42,0.074525953,0.073362811,0.078003027,0.04475116
2/16/04 16:52,0.075196836,0.075317935,0.076456956,0.045382782
2/16/04 17:02,0.07510313,0.074037648,0.076395918,0.045430197
2/16/04 17:12,0.073547048,0.074746521,0.076080766,0.045101763
2/16/04 17:22,0.074104937,0.074778163,0.077156306,0.045733874
2/16/04 17:32,0.074145515,0.0753382,0.078136921,0.045528541
2/16/04 17:42,0.073735925,0.075244348,0.077128864,0.045189902
2/16/04 17:52,0.072254944,0.074055178,0.074519605,0.044298794
2/16/04 18:02,0.076605547,0.074370721,0.077859612,0.04606514
2/16/04 18:12,0.073930221,0.074657747,0.07683339,0.044928317
2/16/04 18:22,0.074216905,0.073965526,0.077854339,0.045111382
2/16/04 18:32,0.075319791,0.075100249,0.07820543,0.044946726
2/16/04 18:42,0.075016602,0.075327702,0.075994824,0.044822355
2/16/04 18:52,0.074839396,0.074142243,0.07532653,0.045114117
2/16/04 19:02,0.074835099,0.074067337,0.076237902,0.044606231
2/16/04 19:12,0.074588017,0.075769862,0.07736535,0.045650667
2/16/04 19:22,0.074503931,0.073361932,0.077935251,0.045116607
2/16/04 19:32,0.072593828,0.074809024,0.076488745,0.044826652
2/16/04 19:42,0.07593862,0.074287319,0.076299722,0.045375018
2/16/04 19:52,0.075571463,0.073724742,0.080042385,0.04537912
2/16/04 20:02,0.073050002,0.073331754,0.076548025,0.044762879
2/16/04 20:12,0.074899507,0.074674984,0.076657405,0.045391279
2/16/04 20:22,0.074070609,0.073272865,0.076996533,0.045537184
2/16/04 20:32,0.075970116,0.074037892,0.07535739,0.044714439
2/16/04 20:42,0.075800137,0.073403731,0.076741296,0.044974657
2/16/04 20:52,0.073451389,0.074847063,0.075353435,0.045313004
2/16/04 21:02,0.075855559,0.074521022,0.077732897,0.0450543
2/16/04 21:12,0.076571073,0.074279408,0.075742956,0.044796133
2/16/04 21:22,0.076850676,0.07337077,0.075883735,0.045190634
2/16/04 21:32,0.076416768,0.075023097,0.075661312,0.045351628
2/16/04 21:42,0.075784364,0.073868744,0.075499829,0.044981835
2/16/04 21:52,0.07568851,0.074756629,0.076398603,0.044773133
2/16/04 22:02,0.075298794,0.074691489,0.076374139,0.045142292
2/16/04 22:12,0.076306509,0.07443381,0.077586454,0.04506348
2/16/04 22:22,0.078937741,0.074512818,0.078529616,0.045197129
2/16/04 22:32,0.08147263,0.073663509,0.076272425,0.045967235
2/16/04 22:42,0.080389179,0.074070023,0.078105425,0.045522975
2/16/04 22:52,0.08096118,0.075373065,0.076639973,0.046269056
2/16/04 23:02,0.081403486,0.074506617,0.075456468,0.045380487
2/16/04 23:12,0.079973143,0.073938522,0.076185165,0.045731432
2/16/04 23:22,0.080761805,0.074544656,0.076072611,0.046785243
2/16/04 23:32,0.08166971,0.074187704,0.076674642,0.044866693
2/16/04 23:42,0.078493432,0.074443674,0.077291811,0.045972899
