,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2/19/04 2:12,0.197247375,0.107477953,0.101606084,0.079206993
2/19/04 2:22,0.155043703,0.102844963,0.097094975,0.073438791
2/19/04 2:32,0.172428927,0.126711509,0.119740075,0.081871136
2/19/04 2:42,0.204114263,0.136380829,0.132698667,0.08884633
2/19/04 2:52,0.183007715,0.146808145,0.1496305,0.086437814
2/19/04 3:02,0.182316178,0.113391816,0.135480541,0.077442795
2/19/04 3:12,0.194765614,0.112526198,0.120892036,0.074100347
2/19/04 3:22,0.230143611,0.139450803,0.133158406,0.086278676
2/19/04 3:32,0.228028956,0.146290835,0.132954685,0.087875629
2/19/04 3:42,0.280399092,0.14384384,0.130073295,0.090881537
2/19/04 3:52,0.253955515,0.115856341,0.12070604,0.087100005
2/19/04 4:02,0.255119537,0.118553689,0.125339616,0.095049026
2/19/04 4:12,0.269338591,0.149216807,0.146117144,0.106209678
2/19/04 4:22,0.294230626,0.152531374,0.147832365,0.109945163
2/19/04 4:32,0.299841936,0.128477514,0.122274232,0.098601641
2/19/04 4:42,0.248544509,0.107334001,0.095036721,0.090740612
2/19/04 4:52,0.329182187,0.152795303,0.134077103,0.102279359
2/19/04 5:02,0.416708531,0.14992109,0.142586845,0.095358953
2/19/04 5:12,0.351951609,0.132497632,0.127528444,0.111187021
2/19/04 5:22,0.33826471,0.136772059,0.118171981,0.116861126
2/19/04 5:32,0.301343864,0.140435812,0.111462767,0.114495434
2/19/04 5:42,0.453335466,0.161016358,0.137440158,0.119047366
2/19/04 5:52,0.337582548,0.13239958,0.144992334,0.092124567
2/19/04 6:02,0.351111382,0.152266126,0.151299478,0.100817423
2/19/04 6:12,0.001856829,0.003731579,0.003655891,0.001785927
2/19/04 6:22,0.001168368,0.000767127,0.000716099,0.00169852
